X	Y
-7.585399628	55.08060265
-7.598199844	55.06049919
-7.641300201	55.0454998
-7.637498856	55.04000282
-7.622699738	55.04730034
-7.608499527	55.04229927
-7.56760025	55.0529995
-7.557998657	55.03500176
-7.640199661	54.99600029
-7.681798935	54.95269966
-7.622699738	54.9654026
-7.596099854	54.99350166
-7.515499115	55.02440071
-7.51210022	55.04020119
-7.451799393	55.04680061
-7.445299149	55.05090141
-7.455699921	55.07589912
-7.485799789	55.09330177
-7.460298538	55.11879921
-7.464799881	55.13440132
-7.515399933	55.18160057
-7.553699493	55.19750023
-7.519899368	55.23640251
-7.533800125	55.24690056
-7.508199692	55.27050209
-7.524198532	55.28550148
-7.470199585	55.28120232
-7.466199875	55.29670143
-7.440799713	55.28160286
-7.387699127	55.29050255
-7.363300323	55.31830025
-7.304599762	55.29170036
-7.34869957	55.28360176
-7.247200012	55.27740288
-7.263198853	55.29360008
-7.330099106	55.31089973
-7.353300095	55.33189964
-7.34869957	55.35849953
-7.400798798	55.37310219
-7.390298843	55.3839016
-7.19549942	55.34750176
-7.170700073	55.3363018
-7.177000046	55.32029915
-7.152698517	55.29950142
-7.163799286	55.28730202
-7.124799728	55.29360008
-6.921899796	55.23520088
-6.95249939	55.20879936
-7.167699814	55.14290047
-7.257799149	55.06680107
